"report_date","data_date","Country","confirmed_cases_total","cases_total_china_exposure","cases_total_outside_china_exposure_international","cases_total_local_exposure","cases_total_unknown_exposure","country_of_exposure","second_country_of_exposure","transmission_classification","source","accessed_by","accessed_date","notes","notes2","source2","accessed_by2","accessed_date2","notes3"
2020-02-18,2020-02-18,"Canada",8,6,0,1,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,"The woman is in her 30s and flew into YVR from Shanghai recently, before driving to her home in the B.C. Interior region.","https://www.richmond-news.com/news/coronavirus-update-5th-case-revealed-in-b-c-1.24076695","CAS",2020-03-03,NA
2020-02-18,2020-02-18,"Germany",16,2,0,14,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"France",12,5,0,7,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"The United Kingdom",9,2,6,0,1,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"Italy",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"Russian Federation",2,2,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"Spain",2,0,2,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"Belgium",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"Finland",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"Sweden",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"United Arab Emirates",9,6,0,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"Egypt",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-18,2020-02-18,"International Conveyance (Japan)",454,0,0,NA,454,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200218-sitrep-29-covid-19.pdf?sfvrsn=6262de9e_2","OTT",2020-03-01,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Singapore",81,23,0,58,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Japan",73,26,3,39,5,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Republic of Korea",51,13,4,29,5,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Malaysia",22,18,2,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Viet Nam",16,8,0,8,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Australia",15,12,0,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,"no local transmission until march 2nd","http://theconversation.com/first-locally-transmitted-covid-19-cases-in-australia-as-attorney-general-warns-drastic-legal-powers-could-be-used-132783","TCO",2020-03-03,NA
2020-02-19,2020-02-19,"Philippines",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Cambodia",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Thailand",35,23,0,6,6,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"India",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Nepal",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Sri Lanka",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"United States of America",15,13,0,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","TCO",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Canada",8,7,0,0,1,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Germany",16,2,0,14,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"France",12,5,0,7,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"The United Kingdom",9,2,6,0,1,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Italy",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Russian Federation",2,2,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Spain",2,0,2,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Belgium",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Finland",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Sweden",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"United Arab Emirates",9,6,0,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"Egypt",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-19,2020-02-19,"International Conveyance (Japan)",542,0,0,0,542,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200219-sitrep-30-covid-19.pdf?sfvrsn=3346b04f_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Republic of Korea",104,13,4,72,15,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Japan",85,26,5,46,8,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Singapore",84,23,0,61,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Malaysia",22,18,2,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Viet Nam",16,8,0,8,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Australia",15,12,0,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,"no local transmission until march 2nd","http://theconversation.com/first-locally-transmitted-covid-19-cases-in-australia-as-attorney-general-warns-drastic-legal-powers-could-be-used-132784","TCO",2020-03-03,NA
2020-02-20,2020-02-20,"Philippines",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Cambodia",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Thailand",35,23,0,6,6,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"India",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Nepal",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Sri Lanka",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"United States of America",15,13,0,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","TCO",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Canada",8,7,0,0,1,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Germany",16,2,0,14,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"France",12,5,0,7,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"The United Kingdom",9,2,6,0,1,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Italy",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Russian Federation",2,2,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Spain",2,0,2,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Belgium",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Finland",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Sweden",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"United Arab Emirates",9,6,0,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Iran (Islamic Republic of Iran)",2,0,0,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"Egypt",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-20,2020-02-20,"International Conveyance (Diamond Princess)",621,0,0,0,621,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200220-sitrep-31-covid-19.pdf?sfvrsn=dfd11d24_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Republic of Korea",204,13,4,158,29,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Japan",93,27,5,57,4,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Singapore",85,23,0,62,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Malaysia",22,18,2,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Australia",17,12,2,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,"no local transmission until march 2nd","http://theconversation.com/first-locally-transmitted-covid-19-cases-in-australia-as-attorney-general-warns-drastic-legal-powers-could-be-used-132785","TCO",2020-03-03,NA
2020-02-21,2020-02-21,"Viet Nam",16,8,0,8,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Philippines",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Cambodia",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Thailand",35,23,0,6,6,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"India",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Nepal",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Sri Lanka",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"United States of America",15,13,0,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","TCO",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Canada",8,7,0,0,1,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Germany",16,2,0,14,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"France",12,5,0,7,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"The United Kingdom",9,2,6,0,1,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Italy",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Russian Federation",2,2,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Spain",2,0,2,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Belgium",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Finland",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Sweden",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"United Arab Emirates",9,6,0,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Iran (Islamic Republic of Iran)",5,0,0,5,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"Egypt",1,1,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-21,2020-02-21,"International Conveyance (Diamond Princess)",634,0,0,0,634,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200221-sitrep-32-covid-19.pdf?sfvrsn=4802d089_2","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-22,2020-02-22,"Republic of Korea",346,13,4,288,41,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200222-sitrep-33-covid-19.pdf?sfvrsn=c9585c8f_4","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-22,2020-02-22,"Japan",105,28,5,68,4,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200222-sitrep-33-covid-19.pdf?sfvrsn=c9585c8f_4","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-22,2020-02-22,"Singapore",86,23,0,63,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200222-sitrep-33-covid-19.pdf?sfvrsn=c9585c8f_4","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-22,2020-02-22,"Malaysia",22,18,2,2,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200222-sitrep-33-covid-19.pdf?sfvrsn=c9585c8f_4","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-22,2020-02-22,"Australia",21,12,6,3,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200222-sitrep-33-covid-19.pdf?sfvrsn=c9585c8f_4","OTT",2020-03-02,NA,"no local transmission until march 2nd","http://theconversation.com/first-locally-transmitted-covid-19-cases-in-australia-as-attorney-general-warns-drastic-legal-powers-could-be-used-132786","TCO",2020-03-03,NA
2020-02-22,2020-02-22,"Viet Nam",16,8,0,8,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200222-sitrep-33-covid-19.pdf?sfvrsn=c9585c8f_4","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
2020-02-22,2020-02-22,"Philippines",3,3,0,0,0,NA,NA,NA,"https://www.who.int/docs/default-source/coronaviruse/situation-reports/20200222-sitrep-33-covid-19.pdf?sfvrsn=c9585c8f_4","OTT",2020-03-02,NA,NA,NA,NA,NA,NA
