"county","report_date","ALL PCR tests performed","Running total of all PCR tests","All PCR positive tests","Running total of all PCR tests","7 day percent positive","14 day percent positive"
"Schley","2021-01-21","1","1918","0","165","17.8","14.8"
"Schley","2021-01-22","11","1929","1","166","16.7","15.4"
"Schley","2021-01-23","11","1940","1","167","10.8","16.1"
"Schley","2021-01-24","4","1944","0","167","6.1","12.5"
"Schley","2021-01-25","7","1951","3","170","10.8","15.6"
"Schley","2021-01-26","8","1959","1","171","10.5","15.3"
"Schley","2021-01-27","4","1963","0","171","10.5","15.3"
"Schley","2021-01-28","12","1975","3","174","14.1","15.9"
"Schley","2021-01-29","4","1979","0","174","12.8","14.7"
"Schley","2021-01-30","11","1990","1","175","12.8","11.8"
"Schley","2021-01-31","3","1993","0","175","12.8","9.4"
"Schley","2021-02-01","1","1994","0","175","6.7","8.7"
"Schley","2021-02-02","5","1999","0","175","4.9","7.7"
"Schley","2021-02-03","7","2006","0","175","4.9","7.7"
"Schley","2021-02-04","6","2012","0","175","1.3","7.7"
"Schley","2021-02-05","4","2016","3","178","12","12.4"
"Schley","2021-02-06","3","2019","0","178","10.7","11.7"
"Schley","2021-02-07","12","2031","0","178","10.7","11.7"
"Schley","2021-02-08","10","2041","4","182","16.4","11.5"
"Schley","2021-02-09","5","2046","0","182","16.4","10.6"
"Schley","2021-02-10","6","2052","0","182","16.4","10.6"
"Schley","2021-02-11","24","2076","4","186","18.8","10.1"
"Schley","2021-02-12","1","2077","0","186","8.1","10.1"
"Schley","2021-02-13","19","2096","0","186","8.1","9.4"
"Schley","2021-02-14","10","2106","0","186","8.1","9.4"
"Schley","2021-02-15","3","2109","0","186","2.4","9.4"
"Screven","2020-02-01","0","0","0","0",".","."
"Screven","2020-02-02","0","0","0","0",".","."
"Screven","2020-02-03","0","0","0","0",".","."
"Screven","2020-02-04","0","0","0","0",".","."
"Screven","2020-02-05","0","0","0","0",".","."
"Screven","2020-02-06","0","0","0","0",".","."
"Screven","2020-02-07","0","0","0","0","0","."
"Screven","2020-02-08","0","0","0","0","0","."
"Screven","2020-02-09","0","0","0","0","0","."
"Screven","2020-02-10","0","0","0","0","0","."
"Screven","2020-02-11","0","0","0","0","0","."
"Screven","2020-02-12","0","0","0","0","0","."
"Screven","2020-02-13","0","0","0","0","0","."
"Screven","2020-02-14","0","0","0","0","0","0"
"Screven","2020-02-15","0","0","0","0","0","0"
"Screven","2020-02-16","0","0","0","0","0","0"
"Screven","2020-02-17","0","0","0","0","0","0"
"Screven","2020-02-18","0","0","0","0","0","0"
"Screven","2020-02-19","0","0","0","0","0","0"
"Screven","2020-02-20","0","0","0","0","0","0"
"Screven","2020-02-21","0","0","0","0","0","0"
"Screven","2020-02-22","0","0","0","0","0","0"
"Screven","2020-02-23","0","0","0","0","0","0"
"Screven","2020-02-24","0","0","0","0","0","0"
"Screven","2020-02-25","0","0","0","0","0","0"
"Screven","2020-02-26","0","0","0","0","0","0"
"Screven","2020-02-27","0","0","0","0","0","0"
"Screven","2020-02-28","0","0","0","0","0","0"
"Screven","2020-02-29","0","0","0","0","0","0"
"Screven","2020-03-01","0","0","0","0","0","0"
"Screven","2020-03-02","0","0","0","0","0","0"
"Screven","2020-03-03","0","0","0","0","0","0"
"Screven","2020-03-04","0","0","0","0","0","0"
"Screven","2020-03-05","0","0","0","0","0","0"
"Screven","2020-03-06","0","0","0","0","0","0"
"Screven","2020-03-07","0","0","0","0","0","0"
"Screven","2020-03-08","0","0","0","0","0","0"
"Screven","2020-03-09","0","0","0","0","0","0"
"Screven","2020-03-10","0","0","0","0","0","0"
"Screven","2020-03-11","0","0","0","0","0","0"
"Screven","2020-03-12","0","0","0","0","0","0"
"Screven","2020-03-13","0","0","0","0","0","0"
"Screven","2020-03-14","0","0","0","0","0","0"
"Screven","2020-03-15","0","0","0","0","0","0"
"Screven","2020-03-16","0","0","0","0","0","0"
"Screven","2020-03-17","0","0","0","0","0","0"
"Screven","2020-03-18","0","0","0","0","0","0"
"Screven","2020-03-19","0","0","0","0","0","0"
"Screven","2020-03-20","0","0","0","0","0","0"
"Screven","2020-03-21","0","0","0","0","0","0"
"Screven","2020-03-22","0","0","0","0","0","0"
"Screven","2020-03-23","0","0","0","0","0","0"
"Screven","2020-03-24","1","1","0","0","0","0"
"Screven","2020-03-25","6","7","0","0","0","0"
"Screven","2020-03-26","0","7","0","0","0","0"
"Screven","2020-03-27","0","7","0","0","0","0"
"Screven","2020-03-28","1","8","0","0","0","0"
"Screven","2020-03-29","0","8","0","0","0","0"
"Screven","2020-03-30","1","9","0","0","0","0"
"Screven","2020-03-31","3","12","0","0","0","0"
"Screven","2020-04-01","0","12","0","0","0","0"
"Screven","2020-04-02","1","13","0","0","0","0"
"Screven","2020-04-03","2","15","0","0","0","0"
"Screven","2020-04-04","0","15","0","0","0","0"
"Screven","2020-04-05","0","15","0","0","0","0"
"Screven","2020-04-06","4","19","0","0","0","0"
"Screven","2020-04-07","1","20","1","1","14.3","7.1"
"Screven","2020-04-08","4","24","1","2","17.9","8.9"
"Screven","2020-04-09","2","26","0","2","17.9","8.9"
"Screven","2020-04-10","0","26","0","2","17.9","8.9"
"Screven","2020-04-11","2","28","1","3","25","12.5"
"Screven","2020-04-12","0","28","0","3","25","12.5"
"Screven","2020-04-13","0","28","0","3","25","12.5"
"Screven","2020-04-14","5","33","2","5","16.4","15.4"
"Screven","2020-04-15","1","34","0","5","12.9","15.4"
"Screven","2020-04-16","7","41","0","5","12.9","15.4"
"Screven","2020-04-17","2","43","0","5","12.9","15.4"
"Screven","2020-04-18","9","52","1","6","7.3","16.2"
"Screven","2020-04-19","10","62","0","6","7.3","16.2"
"Screven","2020-04-20","6","68","0","6","7.3","16.2"
"Screven","2020-04-21","9","77","0","6","1.6","9"
"Screven","2020-04-22","0","77","0","6","1.6","7.2"
"Screven","2020-04-23","8","85","1","7","3.4","8.1"
"Screven","2020-04-24","8","93","0","7","3.4","8.1"
"Screven","2020-04-25","12","105","0","7","1.8","4.5"
"Screven","2020-04-26","0","105","0","7","1.8","4.5"
"Screven","2020-04-27","2","107","0","7","1.8","4.5"
"Screven","2020-04-28","1","108","0","7","1.8","1.7"
"Screven","2020-04-29","4","112","1","8","5.4","3.5"
"Screven","2020-04-30","1","113","0","8","3.6","3.5"
"Screven","2020-05-01","6","119","0","8","3.6","3.5"
"Screven","2020-05-02","1","120","0","8","3.6","2.7"
"Screven","2020-05-03","0","120","0","8","3.6","2.7"
"Screven","2020-05-04","1","121","0","8","3.6","2.7"
"Screven","2020-05-05","3","124","1","9","8.3","5.1"
"Screven","2020-05-06","1","125","0","9","4.8","5.1"
"Screven","2020-05-07","0","125","0","9","4.8","4.2"
"Screven","2020-05-08","4","129","0","9","4.8","4.2"
"Screven","2020-05-09","7","136","0","9","4.8","4.2"
"Screven","2020-05-10","2","138","1","10","11.9","7.7"
"Screven","2020-05-11","1","139","0","10","11.9","7.7"
"Screven","2020-05-12","2","141","0","10","7.1","7.7"
"Screven","2020-05-13","4","145","0","10","7.1","6"
"Screven","2020-05-14","2","147","0","10","7.1","6"
"Screven","2020-05-15","8","155","1","11","8.9","6.8"
"Screven","2020-05-16","10","165","1","12","10.4","7.6"
"Screven","2020-05-17","5","170","0","12","3.2","7.6"
"Screven","2020-05-18","1","171","0","12","3.2","7.6"
"Screven","2020-05-19","1","172","0","12","3.2","5.2"
"Screven","2020-05-20","7","179","0","12","3.2","5.2"
"Screven","2020-05-21","0","179","0","12","3.2","5.2"
"Screven","2020-05-22","5","184","1","13","4.3","6.6"
"Screven","2020-05-23","13","197","1","14","4","7.2"
"Screven","2020-05-24","14","211","0","14","4","3.6"
"Screven","2020-05-25","0","211","0","14","4","3.6"
"Screven","2020-05-26","10","221","2","16","6.8","5"
"Screven","2020-05-27","7","228","0","16","6.8","5"
"Screven","2020-05-28","2","230","0","16","6.8","5"
"Screven","2020-05-29","2","232","0","16","4","4.1"
"Screven","2020-05-30","6","238","1","17","5.2","4.6"
"Screven","2020-05-31","15","253","2","19","7.1","5.5"
"Screven","2020-06-01","0","253","0","19","7.1","5.5"
"Screven","2020-06-02","0","253","0","19","4.3","5.5"
"Screven","2020-06-03","5","258","1","20","7.1","7"
"Screven","2020-06-04","3","261","0","20","7.1","7"
"Screven","2020-06-05","6","267","0","20","7.1","5.5"
"Screven","2020-06-06","9","276","0","20","4.8","5"
"Screven","2020-06-07","6","282","0","20","2.9","5"
"Screven","2020-06-08","2","284","0","20","2.9","5"
"Screven","2020-06-09","6","290","1","21","5.2","4.8"
"Screven","2020-06-10","0","290","0","21","2.4","4.8"
"Screven","2020-06-11","1","291","0","21","2.4","4.8"
"Screven","2020-06-12","2","293","1","22","9.5","8.3"
"Screven","2020-06-13","6","299","0","22","9.5","7.1"
"Screven","2020-06-14","3","302","0","22","9.5","6.2"
"Screven","2020-06-15","6","308","0","22","9.5","6.2"
"Screven","2020-06-16","5","313","0","22","7.1","6.2"
"Screven","2020-06-17","3","316","0","22","7.1","4.8"
"Screven","2020-06-18","13","329","1","23","8.2","5.3"
"Screven","2020-06-19","5","334","0","23","1.1","5.3"
"Screven","2020-06-20","8","342","0","23","1.1","5.3"
"Screven","2020-06-21","1","343","0","23","1.1","5.3"
"Screven","2020-06-22","7","350","0","23","1.1","5.3"
"Screven","2020-06-23","8","358","0","23","1.1","4.1"
"Screven","2020-06-24","5","363","0","23","1.1","4.1"
"Screven","2020-06-25","10","373","0","23","0","4.1"
"Screven","2020-06-26","5","378","0","23","0","0.5"
"Screven","2020-06-27","3","381","0","23","0","0.5"
"Screven","2020-06-28","11","392","1","24","1.3","1.2"
"Screven","2020-06-29","6","398","1","25","3.7","2.4"
"Screven","2020-06-30","7","405","0","25","3.7","2.4"
"Screven","2020-07-01","9","414","0","25","3.7","2.4"
"Screven","2020-07-02","9","423","0","25","3.7","1.8"
"Screven","2020-07-03","18","441","1","26","4.5","2.2"
"Screven","2020-07-04","6","447","0","26","4.5","2.2"
"Screven","2020-07-05","12","459","0","26","3.2","2.2"
"Screven","2020-07-06","14","473","0","26","0.8","2.2"
"Screven","2020-07-07","9","482","0","26","0.8","2.2"
"Screven","2020-07-08","3","485","1","27","5.6","4.6"
"Screven","2020-07-09","3","488","1","28","10.3","7"
"Screven","2020-07-10","11","499","0","28","9.5","7"
"Screven","2020-07-11","5","504","0","28","9.5","7"
"Screven","2020-07-12","9","513","1","29","11.1","7.1"
"Screven","2020-07-13","30","543","5","34","13.5","7.1"
"Screven","2020-07-14","13","556","0","34","13.5","7.1"
"Screven","2020-07-15","14","570","3","37","11.8","8.7"
"Screven","2020-07-16","9","579","1","38","8.6","9.5"
"Screven","2020-07-17","26","605","4","42","10.8","10.2"
"Screven","2020-07-18","8","613","1","43","12.6","11.1"
"Screven","2020-07-19","23","636","3","46","12.9","12"
"Screven","2020-07-20","9","645","0","46","10.5","12"
"Screven","2020-07-21","15","660","0","46","10.5","12"
"Screven","2020-07-22","1","661","0","46","7.4","9.6"
"Screven","2020-07-23","12","673","1","47","7","7.8"
"Screven","2020-07-24","14","687","0","47","4.8","7.8"
"Screven","2020-07-25","12","699","3","50","6.6","9.6"
"Screven","2020-07-26","13","712","4","54","9.2","11"
"Screven","2020-07-27","19","731","3","57","11.4","11"
"Screven","2020-07-28","14","745","1","58","12.4","11.5"
"Screven","2020-07-29","11","756","2","60","15","11.2"
"Screven","2020-07-30","21","777","4","64","16.6","11.8"
"Screven","2020-07-31","12","789","2","66","18.9","11.9"
"Screven","2020-08-01","17","806","4","70","18.7","12.7"
"Screven","2020-08-02","7","813","0","70","14.3","11.7"
"Screven","2020-08-03","10","823","2","72","14.9","13.2"
"Screven","2020-08-04","12","835","2","74","16.3","14.4"
"Screven","2020-08-05","5","840","1","75","16.6","15.8"
"Screven","2020-08-06","9","849","3","78","18.6","17.6"
"Screven","2020-08-07","13","862","3","81","19.5","19.2"
"Screven","2020-08-08","12","874","4","85","20.9","19.8"
"Screven","2020-08-09","13","887","1","86","22","18.2"
"Screven","2020-08-10","13","900","3","89","22.5","18.7"
"Screven","2020-08-11","11","911","1","90","21.4","18.8"
"Screven","2020-08-12","14","925","2","92","20.6","18.6"
"Screven","2020-08-13","12","937","6","98","22.9","20.8"
"Screven","2020-08-14","24","961","3","101","21.4","20.5"
"Screven","2020-08-15","9","970","2","103","19.8","20.4"
"Screven","2020-08-16","4","974","0","103","18.7","20.4"
"Screven","2020-08-17","14","988","2","105","17.5","20"
"Screven","2020-08-18","6","994","1","106","18.6","20"
"Screven","2020-08-19","18","1012","5","111","20.5","20.5"
"Screven","2020-08-20","7","1019","1","112","15.4","19.2"
"Screven","2020-08-21","10","1029","0","112","13.6","17.5"
"Screven","2020-08-22","4","1033","0","112","10.4","15.1"
"Screven","2020-08-23","16","1049","0","112","10.4","14.6"
"Screven","2020-08-24","6","1055","0","112","8.4","12.9"
"Screven","2020-08-25","14","1069","2","114","8","13.3"
"Screven","2020-08-26","9","1078","2","116","7.3","13.9"
"Screven","2020-08-27","6","1084","2","118","10","12.7"
"Screven","2020-08-28","3","1087","1","119","14.7","14.2"
"Screven","2020-08-29","12","1099","1","120","15.9","13.2"
"Screven","2020-08-30","10","1109","1","121","17.4","13.9"
"Screven","2020-08-31","11","1120","2","123","20","14.2"
"Screven","2020-09-01","15","1135","1","124","18.9","13.5"
"Screven","2020-09-02","1","1136","0","124","15.7","11.5"
"Screven","2020-09-03","16","1152","2","126","12.7","11.3"
"Screven","2020-09-04","10","1162","2","128","10.8","12.8"
"Screven","2020-09-05","10","1172","0","128","9.6","12.8"
"Screven","2020-09-06","5","1177","1","129","11","14.2"
"Screven","2020-09-07","2","1179","0","129","8.5","14.2"
"Screven","2020-09-08","4","1183","1","130","11.1","15"
"Screven","2020-09-09","5","1188","2","132","16.8","16.2"
"Screven","2020-09-10","9","1197","0","132","15","13.9"
"Screven","2020-09-11","8","1205","3","135","17.5","14.2"
"Screven","2020-09-12","23","1228","4","139","20","14.8"
"Screven","2020-09-13","9","1237","1","140","18.7","14.9"
"Screven","2020-09-14","7","1244","0","140","18.7","13.6"
"Screven","2020-09-15","7","1251","0","140","15.1","13.1"
"Screven","2020-09-16","9","1260","0","140","9.4","13.1"
"Screven","2020-09-17","16","1276","3","143","12.1","13.6"
"Screven","2020-09-18","44","1320","1","144","7.1","12.3"
"Screven","2020-09-19","44","1364","4","148","5.9","12.9"
"Screven","2020-09-20","52","1416","1","149","4.6","11.6"
"Screven","2020-09-21","17","1433","1","150","5.4","12.1"
"Screven","2020-09-22","8","1441","1","151","7.2","11.2"
"Screven","2020-09-23","8","1449","1","152","9","9.2"
"Screven","2020-09-24","13","1462","3","155","9.6","10.9"
"Screven","2020-09-25","17","1479","1","156","10.1","8.6"
"Screven","2020-09-26","13","1492","3","159","12.1","9"
"Screven","2020-09-27","65","1557","5","164","12.9","8.8"
"Screven","2020-09-28","40","1597","2","166","12.8","9.1"
"Screven","2020-09-29","5","1602","1","167","13.9","10.5"
"Screven","2020-09-30","5","1607","0","167","12.1","10.5"
"Screven","2020-10-01","14","1621","3","170","11.9","10.7"
"Screven","2020-10-02","8","1629","0","170","11","10.6"
"Screven","2020-10-03","9","1638","0","170","7.7","9.9"
"Screven","2020-10-04","36","1674","5","175","8.6","10.8"
"Screven","2020-10-05","22","1696","0","175","7.9","10.4"
"Screven","2020-10-06","42","1738","0","175","5","9.5"
"Screven","2020-10-07","61","1799","2","177","5.5","8.8"
"Screven","2020-10-08","6","1805","1","178","4.8","8.4"
"Screven","2020-10-09","13","1818","1","179","5.9","8.5"
"Screven","2020-10-10","9","1827","0","179","5.9","6.8"
"Screven","2020-10-11","10","1837","0","179","3.9","6.3"
"Screven","2020-10-12","81","1918","7","186","5.2","6.5"
"Screven","2020-10-13","6","1924","0","186","5.2","5.1"
"Screven","2020-10-14","89","2013","0","186","4.7","5.1"
"Screven","2020-10-15","11","2024","0","186","2.3","3.6"
"Screven","2020-10-16","14","2038","3","189","4.3","5.1"
"Screven","2020-10-17","3","2041","1","190","9.1","7.5"
"Screven","2020-10-18","34","2075","0","190","9.1","6.5"
"Screven","2020-10-19","14","2089","4","194","11.9","8.5"
"Screven","2020-10-20","6","2095","0","194","11.9","8.5"
"Screven","2020-10-21","9","2104","0","194","11.9","8.3"
"Screven","2020-10-22","6","2110","1","195","14.3","8.3"
"Screven","2020-10-23","82","2192","1","196","11.4","7.8"
"Screven","2020-10-24","10","2202","1","197","8.1","8.6"
"Screven","2020-10-25","38","2240","0","197","8.1","8.6"
"Screven","2020-10-26","14","2254","3","200","7","9.5"
"Screven","2020-10-27","10","2264","0","200","7","9.5"
"Screven","2020-10-28","9","2273","0","200","7","9.5"
"Screven","2020-10-29","4","2277","0","200","4.7","9.5"
"Screven","2020-10-30","5","2282","2","202","10.2","10.8"
"Screven","2020-10-31","4","2286","0","202","8.8","8.4"
"Screven","2020-11-01","43","2329","2","204","9.4","8.8"
"Screven","2020-11-02","10","2339","1","205","7.8","7.4"
"Screven","2020-11-03","73","2412","1","206","8","7.5"
"Screven","2020-11-04","55","2467","0","206","8","7.5"
"Screven","2020-11-05","4","2471","0","206","8","6.3"
"Screven","2020-11-06","5","2476","0","206","2.3","6.2"
"Screven","2020-11-07","8","2484","0","206","2.3","5.5"
"Screven","2020-11-08","22","2506","0","206","1.6","5.5"
"Screven","2020-11-09","12","2518","0","206","0.2","4"
"Screven","2020-11-10","7","2525","1","207","2","5"
"Screven","2020-11-11","9","2534","0","207","2","5"
"Screven","2020-11-12","14","2548","1","208","3.1","5.5"
"Screven","2020-11-13","11","2559","0","208","3.1","2.7"
"Screven","2020-11-14","8","2567","0","208","3.1","2.7"
"Screven","2020-11-15","36","2603","2","210","3.9","2.7"
"Screven","2020-11-16","27","2630","1","211","4.4","2.3"
"Screven","2020-11-17","4","2634","1","212","5.9","4"
"Screven","2020-11-18","8","2642","0","212","5.9","4"
"Screven","2020-11-19","13","2655","1","213","6","4.5"
"Screven","2020-11-20","6","2661","0","213","6","4.5"
"Screven","2020-11-21","5","2666","0","213","6","4.5"
"Screven","2020-11-22","40","2706","1","214","5.6","4.7"
"Screven","2020-11-23","12","2718","0","214","5","4.7"
"Screven","2020-11-24","15","2733","2","216","3.4","4.6"
"Screven","2020-11-25","7","2740","0","216","3.4","4.6"
"Screven","2020-11-26","9","2749","0","216","2.3","4.1"
"Screven","2020-11-27","12","2761","0","216","2.3","4.1"
"Screven","2020-11-28","12","2773","1","217","3.5","4.7"
"Screven","2020-11-29","1","2774","0","217","3.1","4.3"
"Screven","2020-11-30","7","2781","0","217","3.1","4.1"
"Screven","2020-12-01","4","2785","0","217","1.2","2.3"
"Screven","2020-12-02","6","2791","0","217","1.2","2.3"
"Screven","2020-12-03","12","2803","0","217","1.2","1.7"
"Screven","2020-12-04","8","2811","1","218","3","2.6"
"Screven","2020-12-05","11","2822","1","219","3.1","3.3"
"Screven","2020-12-06","1","2823","0","219","3.1","3.1"
"Screven","2020-12-07","14","2837","1","220","4.1","3.6"
"Screven","2020-12-08","8","2845","2","222","7.7","4.4"
"Screven","2020-12-09","14","2859","0","222","7.7","4.4"
"Screven","2020-12-10","13","2872","2","224","9.9","5.5"
"Screven","2020-12-11","11","2883","1","225","9.4","6.2"
"Screven","2020-12-12","20","2903","2","227","9.5","6.3"
"Screven","2020-12-13","51","2954","6","233","11.2","7.1"
"Screven","2020-12-14","2","2956","0","233","10.2","7.1"
"Screven","2020-12-15","11","2967","1","234","7.9","7.8"
"Screven","2020-12-16","10","2977","1","235","9.3","8.5"
"Screven","2020-12-17","15","2992","0","235","7.1","8.5"
"Screven","2020-12-18","14","3006","0","235","5.8","7.6"
"Screven","2020-12-19","6","3012","0","235","4.4","7"
